personid,age,tenure,grosswage,children,bedroom,commute,men,married,volunteer,high_educ,WFHShare,calls
21670,28.0,25.0,3.2536354,no,yes,90.0,0.0,0.0,1.0,1.0,0.3838384,246.0
21696,25.0,37.0,4.988572,no,yes,60.0,0.0,0.0,1.0,0.0,0.959596,708.0
21704,23.0,37.0,3.079479,no,no,50.0,0.0,0.0,0.0,1.0,,
21710,30.0,37.0,2.61698,no,yes,90.0,1.0,1.0,1.0,1.0,0.74747473,550.0
21746,21.0,37.0,2.8369355,no,yes,90.0,0.0,0.0,0.0,0.0,,
21990,26.0,36.0,2.62348,no,yes,60.0,1.0,0.0,1.0,0.0,0.23232323,345.0
21996,26.0,36.0,3.2235112,no,no,120.0,0.0,0.0,0.0,0.0,,
22022,22.0,36.0,3.4560156,no,yes,120.0,0.0,0.0,1.0,0.0,0.9191919,745.0
22080,24.0,36.0,3.571901,no,no,60.0,0.0,0.0,0.0,1.0,,
22082,22.0,36.0,3.5133724,no,no,60.0,0.0,0.0,0.0,1.0,,
22130,25.0,36.0,2.5165932,no,yes,80.0,0.0,0.0,0.0,1.0,,
22132,25.0,36.0,4.4988065,no,yes,20.0,0.0,0.0,1.0,1.0,0.93939394,495.0
22136,21.0,36.0,3.0249944,no,yes,40.0,0.0,0.0,1.0,0.0,0.34343433,23.0
22140,25.0,36.0,3.8671577,no,yes,40.0,0.0,1.0,0.0,1.0,,
22190,22.0,36.0,3.3493822,no,no,60.0,0.0,0.0,0.0,0.0,,
22218,21.0,36.0,3.4206634,no,yes,30.0,0.0,0.0,1.0,0.0,0.68686867,708.0
22230,20.0,36.0,3.1743488,no,no,30.0,0.0,0.0,0.0,0.0,,
22260,22.0,36.0,2.6297543,no,no,20.0,0.0,0.0,1.0,0.0,0.025252525,759.0
22266,21.0,36.0,3.9789944,no,no,60.0,0.0,0.0,1.0,0.0,0.07070707,131.0
22284,21.0,36.0,3.4786634,yes,yes,45.0,0.0,1.0,1.0,0.0,0.36868685,412.0
22290,26.0,36.0,2.72949,yes,yes,80.0,1.0,1.0,0.0,0.0,,
22318,22.0,36.0,3.1374056,no,no,50.0,0.0,0.0,0.0,0.0,,
22324,21.0,36.0,3.5810654,no,no,60.0,0.0,0.0,1.0,0.0,0.54545456,515.0
22336,21.0,36.0,4.0701566,no,no,25.0,0.0,0.0,0.0,0.0,,
22340,20.0,36.0,2.880732,no,no,45.0,0.0,0.0,0.0,0.0,,
22426,22.0,36.0,3.026101,no,yes,50.0,0.0,0.0,1.0,0.0,0.5050505,391.0
22428,21.0,36.0,2.5083845,no,no,60.0,0.0,0.0,0.0,1.0,,
22456,21.0,36.0,3.5803354,no,yes,60.0,0.0,0.0,0.0,0.0,,
22500,21.0,36.0,3.397541,no,no,60.0,0.0,0.0,0.0,0.0,,
22706,26.0,36.0,3.260831,no,yes,60.0,0.0,1.0,0.0,1.0,,
22720,22.0,36.0,3.6249466,no,no,90.0,0.0,0.0,0.0,0.0,,
22864,21.0,35.0,2.561828,no,no,40.0,0.0,0.0,1.0,0.0,0.3181818,141.0
22878,27.0,35.0,2.5484579,no,yes,120.0,0.0,0.0,0.0,1.0,,
22888,28.0,35.0,2.702172,no,yes,180.0,1.0,0.0,0.0,0.0,,
23046,22.0,35.0,2.7214289,no,no,40.0,0.0,0.0,1.0,0.0,0.0959596,46.0
23050,21.0,35.0,3.1027713,no,no,40.0,0.0,0.0,0.0,0.0,,
23066,27.0,35.0,3.0804055,no,yes,90.0,0.0,1.0,0.0,0.0,,
23084,21.0,35.0,2.8742557,no,no,60.0,0.0,0.0,1.0,0.0,0.3131313,383.0
23088,20.0,35.0,3.7588732,no,no,30.0,0.0,0.0,1.0,0.0,0.53535354,249.0
23096,21.0,35.0,3.1757178,no,no,35.0,0.0,0.0,0.0,0.0,,
23126,23.0,35.0,4.2542796,no,yes,95.0,0.0,0.0,0.0,1.0,,
23136,22.0,35.0,3.1753633,no,yes,60.0,1.0,0.0,0.0,0.0,,
23150,23.0,35.0,3.4969122,no,no,40.0,0.0,0.0,0.0,1.0,,
23172,20.0,34.0,2.76301,no,no,45.0,0.0,0.0,0.0,0.0,,
23228,23.0,35.0,3.9816256,no,yes,40.0,0.0,1.0,1.0,1.0,0.20707071,122.0
23374,23.0,35.0,3.4031124,no,no,20.0,0.0,0.0,0.0,0.0,,
23380,20.0,35.0,2.8368402,no,no,60.0,0.0,0.0,1.0,0.0,0.44949496,502.0
23400,22.0,35.0,4.604995,no,no,30.0,0.0,0.0,0.0,0.0,,
23410,21.0,35.0,3.5458078,no,yes,40.0,0.0,0.0,1.0,0.0,0.5151515,352.0
23438,20.0,35.0,4.3959155,no,no,40.0,1.0,0.0,1.0,0.0,0.7171717,308.0
23480,24.0,35.0,2.9802465,no,no,30.0,0.0,0.0,0.0,1.0,,
23516,24.0,35.0,3.3576355,no,yes,60.0,0.0,0.0,0.0,1.0,,
23604,23.0,35.0,5.4443502,no,no,150.0,1.0,0.0,1.0,0.0,0.22222222,190.0
23622,25.0,35.0,4.130472,no,yes,120.0,1.0,0.0,1.0,1.0,0.74242425,477.0
23676,21.0,35.0,3.16377,no,no,30.0,0.0,0.0,0.0,0.0,,
23686,20.0,35.0,2.8571634,no,yes,180.0,1.0,0.0,0.0,0.0,,
23742,21.0,35.0,2.5448833,no,yes,240.0,1.0,0.0,1.0,0.0,0.36868685,461.0
23772,21.0,35.0,3.6291912,no,yes,40.0,1.0,0.0,1.0,1.0,0.75252527,740.0
23792,21.0,35.0,2.891548,no,no,130.0,1.0,0.0,0.0,0.0,,
23928,21.0,34.0,2.9202135,no,yes,40.0,0.0,0.0,1.0,0.0,0.121212125,57.0
23934,20.0,34.0,3.4087012,no,no,65.0,0.0,0.0,1.0,0.0,0.53535354,405.0
23950,24.0,34.0,2.9984467,yes,yes,120.0,0.0,1.0,1.0,1.0,0.7979798,585.0
23982,21.0,34.0,3.3095632,no,no,50.0,0.0,0.0,0.0,0.0,,
24066,26.0,34.0,3.663711,no,no,60.0,0.0,0.0,0.0,0.0,,
24070,24.0,34.0,3.0301745,no,no,60.0,0.0,0.0,1.0,1.0,0.96464646,484.0
24076,24.0,34.0,3.8333433,no,yes,20.0,1.0,0.0,1.0,1.0,0.26262626,360.0
24110,25.0,34.0,3.6679611,no,yes,20.0,0.0,0.0,1.0,1.0,0.4848485,451.0
24142,29.0,34.0,4.9450345,no,yes,180.0,0.0,0.0,1.0,0.0,0.67676765,537.0
24146,24.0,34.0,3.2050078,no,yes,150.0,1.0,0.0,1.0,0.0,0.53535354,487.0
24162,25.0,34.0,2.92054,no,no,60.0,0.0,0.0,0.0,1.0,,
24322,23.0,34.0,3.539379,no,yes,30.0,1.0,0.0,0.0,1.0,,
24324,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0,,
24328,24.0,34.0,3.0627234,no,yes,40.0,0.0,0.0,0.0,0.0,,
24340,23.0,34.0,3.5642712,no,yes,40.0,0.0,0.0,0.0,1.0,,
24530,25.0,34.0,4.3066864,no,no,33.0,0.0,0.0,0.0,1.0,,
24598,24.0,34.0,4.4733825,no,no,30.0,1.0,0.0,0.0,1.0,,
24606,21.0,34.0,4.645861,no,yes,40.0,1.0,0.0,1.0,1.0,0.83838385,647.0
24608,34.0,34.0,3.8289921,yes,yes,20.0,0.0,1.0,1.0,0.0,0.5050505,294.0
24828,21.0,33.0,2.7225854,no,no,25.0,0.0,0.0,0.0,0.0,,
24968,20.0,33.0,3.1361432,no,no,40.0,0.0,0.0,0.0,1.0,,
25056,23.0,33.0,2.8689067,no,yes,40.0,0.0,0.0,1.0,0.0,0.6111111,343.0
25072,23.0,33.0,2.9120088,no,no,20.0,1.0,0.0,1.0,1.0,0.96464646,660.0
25074,21.0,33.0,3.7054734,no,yes,30.0,0.0,0.0,0.0,0.0,,
25084,24.0,33.0,2.053121,no,yes,90.0,1.0,0.0,0.0,1.0,,
25086,24.0,33.0,1.9326589,no,yes,80.0,0.0,0.0,0.0,0.0,,
25094,25.0,33.0,3.0681798,no,yes,140.0,0.0,0.0,0.0,1.0,,
25258,26.0,33.0,3.4368823,no,yes,120.0,1.0,0.0,1.0,0.0,0.3030303,448.0
25326,27.0,32.0,3.0966346,no,yes,5.0,0.0,1.0,1.0,1.0,0.8080808,710.0
25334,23.0,32.0,3.3170657,no,no,40.0,0.0,0.0,0.0,0.0,,
25342,26.0,32.0,2.7874212,no,no,180.0,0.0,0.0,0.0,1.0,,
25520,24.0,32.0,3.6391969,no,yes,60.0,1.0,0.0,1.0,0.0,0.56060606,434.0
25524,26.0,32.0,3.802069,no,no,20.0,1.0,0.0,1.0,1.0,0.116161615,497.0
25526,29.0,32.0,4.240371,no,no,50.0,1.0,0.0,1.0,0.0,0.8888889,636.0
25532,25.0,32.0,3.3970912,no,yes,180.0,1.0,0.0,1.0,0.0,0.6060606,507.0
25560,22.0,32.0,3.0283911,no,no,20.0,0.0,0.0,1.0,0.0,0.68686867,649.0
25612,21.0,32.0,2.5250502,no,no,30.0,0.0,0.0,0.0,0.0,,
25616,23.0,32.0,2.573849,no,yes,30.0,1.0,0.0,0.0,1.0,,
25618,25.0,32.0,4.045716,no,no,20.0,1.0,0.0,0.0,1.0,,
25620,23.0,32.0,2.8754656,no,yes,90.0,1.0,0.0,0.0,0.0,,
25622,20.0,32.0,2.8584857,no,yes,80.0,0.0,0.0,0.0,0.0,,
25628,24.0,32.0,3.0696712,no,yes,120.0,0.0,0.0,1.0,0.0,0.17171717,283.0
25638,26.0,32.0,2.7953246,no,yes,120.0,0.0,0.0,1.0,1.0,0.41414142,401.0
25700,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0,0.61616164,616.0
25826,20.0,31.0,3.2321477,no,no,30.0,0.0,0.0,1.0,0.0,0.53535354,445.0
25830,19.0,31.0,3.6076546,no,no,30.0,0.0,0.0,0.0,1.0,,
25864,20.0,31.0,4.3348713,no,yes,40.0,0.0,0.0,1.0,1.0,0.88383836,777.0
25872,20.0,31.0,3.5170422,no,no,35.0,0.0,0.0,0.0,0.0,,
25876,20.0,31.0,4.339782,no,yes,80.0,0.0,0.0,1.0,0.0,0.11111111,303.0
25926,22.0,31.0,3.3110511,no,no,40.0,0.0,0.0,1.0,0.0,0.6262626,246.0
25940,24.0,31.0,3.5226889,no,yes,100.0,0.0,1.0,1.0,0.0,0.96464646,446.0
25962,24.0,31.0,3.6365478,yes,yes,80.0,1.0,1.0,1.0,1.0,0.6919192,401.0
25976,22.0,31.0,3.309551,yes,no,40.0,0.0,1.0,1.0,0.0,0.67676765,200.0
26144,24.0,31.0,5.0663657,no,yes,30.0,1.0,0.0,0.0,1.0,,
26198,22.0,31.0,3.2865422,no,no,30.0,0.0,0.0,1.0,1.0,0.08080808,623.0
26200,20.0,31.0,3.2126355,no,no,40.0,0.0,0.0,1.0,0.0,0.34343433,140.0
26202,19.0,31.0,3.1471798,no,no,50.0,0.0,0.0,0.0,1.0,,
26208,20.0,31.0,3.6915932,no,no,40.0,0.0,0.0,0.0,1.0,,
26226,19.0,31.0,3.1089356,no,no,60.0,0.0,0.0,0.0,1.0,,
26236,20.0,31.0,2.888791,no,no,40.0,0.0,0.0,0.0,1.0,,
26238,20.0,31.0,3.6731389,no,no,30.0,0.0,0.0,0.0,0.0,,
26242,20.0,31.0,3.197969,no,no,35.0,0.0,0.0,0.0,1.0,,
26248,20.0,31.0,3.7751455,no,no,40.0,0.0,0.0,0.0,0.0,,
26262,20.0,31.0,4.4634914,no,no,30.0,0.0,0.0,0.0,0.0,,
26270,22.0,31.0,3.2465155,no,no,36.0,0.0,0.0,1.0,1.0,0.53535354,330.0
26278,20.0,31.0,2.9617057,no,no,40.0,0.0,0.0,0.0,0.0,,
26284,20.0,31.0,3.13507,no,no,25.0,0.0,0.0,1.0,0.0,0.3030303,621.0
26286,20.0,31.0,3.1599944,no,no,30.0,0.0,0.0,0.0,0.0,,
26292,19.0,31.0,3.64215,no,no,40.0,0.0,0.0,0.0,0.0,,
26328,22.0,31.0,3.6299655,no,no,30.0,1.0,0.0,1.0,0.0,0.035353534,638.0
26352,20.0,31.0,2.8953266,no,no,30.0,0.0,0.0,0.0,0.0,,
26388,23.0,31.0,4.3880033,no,no,50.0,1.0,0.0,0.0,1.0,,
26618,24.0,30.0,3.676339,no,yes,40.0,1.0,0.0,1.0,0.0,0.6969697,574.0
26634,26.0,30.0,2.804932,no,yes,60.0,0.0,0.0,1.0,1.0,0.6212121,255.0
26896,22.0,30.0,4.901908,no,no,30.0,0.0,0.0,1.0,1.0,0.3131313,61.0
26906,24.0,30.0,3.2975867,no,yes,40.0,0.0,0.0,1.0,0.0,0.22727273,262.0
26934,24.0,30.0,3.4246302,no,yes,120.0,0.0,0.0,0.0,1.0,,
26944,24.0,30.0,3.3517056,no,no,60.0,0.0,0.0,0.0,1.0,,
26948,23.0,30.0,3.284308,no,no,12.0,1.0,0.0,0.0,1.0,,
26956,23.0,30.0,3.4564812,no,no,120.0,0.0,0.0,0.0,0.0,,
26982,24.0,30.0,2.9843311,no,no,40.0,0.0,0.0,0.0,1.0,,
27044,23.0,30.0,2.832439,no,no,30.0,0.0,0.0,0.0,1.0,,
27076,24.0,30.0,3.877239,no,no,35.0,0.0,0.0,1.0,1.0,0.8080808,458.0
27180,23.0,29.0,3.6185167,no,yes,80.0,0.0,1.0,0.0,1.0,,
27232,25.0,29.0,3.0338612,no,no,100.0,0.0,0.0,1.0,1.0,0.35353535,80.0
27234,24.0,29.0,3.5235732,no,yes,60.0,1.0,0.0,0.0,1.0,,
27336,21.0,29.0,3.0230489,no,no,50.0,0.0,0.0,1.0,1.0,0.28282827,198.0
27344,27.0,29.0,3.0930235,no,no,40.0,0.0,0.0,1.0,1.0,0.7979798,505.0
27364,24.0,29.0,3.4228323,no,no,60.0,0.0,0.0,1.0,1.0,0.8737374,438.0
27382,24.0,29.0,2.719209,no,no,40.0,0.0,0.0,1.0,1.0,0.540404,485.0
27540,27.0,29.0,3.0060413,no,yes,90.0,0.0,0.0,0.0,0.0,,
27544,23.0,29.0,4.0312033,no,no,80.0,0.0,0.0,1.0,1.0,0.65656567,727.0
27704,26.0,28.0,2.6993911,no,yes,30.0,0.0,0.0,1.0,1.0,0.46464646,44.0
27726,24.0,28.0,3.41469,no,no,40.0,0.0,0.0,1.0,1.0,0.2777778,446.0
27762,24.0,28.0,3.068932,no,no,30.0,0.0,0.0,0.0,1.0,,
27764,25.0,28.0,3.1251032,no,no,40.0,0.0,0.0,1.0,1.0,0.8484849,584.0
27772,24.0,28.0,3.3379233,no,yes,100.0,0.0,0.0,0.0,1.0,,
27824,25.0,28.0,2.4968133,no,no,60.0,0.0,0.0,0.0,1.0,,
27844,25.0,28.0,4.15496,no,yes,30.0,0.0,0.0,0.0,1.0,,
27882,20.0,28.0,3.2835288,no,no,40.0,1.0,0.0,0.0,0.0,,
27916,21.0,28.0,3.397579,no,no,30.0,0.0,0.0,1.0,0.0,0.015151516,304.0
27924,24.0,28.0,3.6947865,no,no,60.0,1.0,0.0,0.0,0.0,,
28162,25.0,27.0,2.8748934,no,yes,20.0,0.0,1.0,1.0,1.0,0.67171717,609.0
28164,22.0,27.0,3.4205945,no,no,50.0,0.0,0.0,1.0,1.0,0.36363637,227.0
28190,25.0,27.0,2.9674811,no,yes,60.0,0.0,0.0,1.0,0.0,0.2979798,161.0
28202,23.0,27.0,3.9591124,no,no,40.0,0.0,0.0,1.0,1.0,0.07070707,642.0
28204,22.0,27.0,2.4714944,no,yes,180.0,1.0,0.0,0.0,0.0,,
28224,27.0,27.0,3.12927,yes,yes,30.0,1.0,1.0,1.0,0.0,0.10606061,278.0
28226,23.0,27.0,2.3416898,no,yes,120.0,1.0,0.0,1.0,0.0,0.57575756,529.0
28400,23.0,27.0,3.316999,no,no,50.0,0.0,0.0,0.0,1.0,,
28402,23.0,27.0,3.5548458,no,yes,20.0,1.0,0.0,1.0,1.0,0.3838384,386.0
28470,24.0,27.0,3.0680244,no,yes,60.0,1.0,0.0,1.0,1.0,0.43939394,684.0
28484,23.0,27.0,2.09901,yes,yes,120.0,0.0,1.0,1.0,0.0,0.13131313,384.0
28492,24.0,27.0,4.226693,no,yes,40.0,0.0,0.0,1.0,1.0,0.84343433,535.0
28528,27.0,27.0,4.663762,yes,yes,30.0,0.0,1.0,0.0,1.0,,
28552,20.0,27.0,3.9057133,no,no,35.0,1.0,0.0,1.0,1.0,0.2777778,346.0
28554,19.0,27.0,3.3641467,no,no,35.0,0.0,0.0,1.0,0.0,0.67171717,417.0
28556,24.0,27.0,3.2176633,no,no,120.0,1.0,0.0,0.0,0.0,,
28560,20.0,27.0,2.999709,no,yes,160.0,0.0,0.0,1.0,1.0,0.5707071,496.0
28572,21.0,27.0,3.8881876,no,no,24.0,0.0,0.0,0.0,0.0,,
28646,22.0,26.0,3.2593431,no,no,30.0,0.0,0.0,1.0,1.0,0.45959595,424.0
28656,23.0,26.0,2.2167034,no,yes,120.0,0.0,1.0,0.0,0.0,,
28666,23.0,26.0,2.5683868,no,no,40.0,0.0,0.0,0.0,1.0,,
28676,23.0,26.0,3.1139877,no,no,20.0,1.0,0.0,1.0,1.0,0.8939394,664.0
28700,22.0,26.0,2.9848545,no,yes,20.0,0.0,0.0,1.0,1.0,0.30808082,208.0
28756,23.0,26.0,3.36855,no,no,40.0,0.0,0.0,0.0,1.0,,
28786,25.0,26.0,3.2803476,no,no,30.0,1.0,0.0,0.0,1.0,,
28796,24.0,26.0,4.440214,no,no,40.0,1.0,0.0,0.0,0.0,,
28802,24.0,26.0,3.8384387,no,no,35.0,1.0,0.0,0.0,1.0,,
28950,22.0,26.0,4.069307,no,no,30.0,0.0,0.0,0.0,0.0,,
28956,21.0,26.0,2.7902412,no,no,30.0,0.0,0.0,1.0,0.0,0.24747474,615.0
28990,20.0,26.0,4.2553997,no,no,40.0,0.0,0.0,1.0,0.0,0.116161615,364.0
29010,22.0,26.0,2.4783833,no,no,120.0,0.0,1.0,0.0,0.0,,
29012,20.0,26.0,1.2744288,no,yes,40.0,0.0,0.0,0.0,0.0,,
29014,21.0,26.0,2.9242265,no,no,60.0,0.0,0.0,0.0,1.0,,
29024,26.0,26.0,2.5902634,no,yes,160.0,1.0,0.0,1.0,0.0,0.08080808,200.0
29030,28.0,26.0,2.4293523,no,yes,180.0,1.0,0.0,0.0,0.0,,
29032,23.0,26.0,2.6952755,no,yes,120.0,1.0,0.0,1.0,0.0,0.9040404,576.0
29172,26.0,26.0,2.8963332,no,yes,180.0,1.0,0.0,1.0,1.0,0.85353535,651.0
29192,29.0,26.0,3.8379033,no,yes,120.0,1.0,0.0,0.0,1.0,,
29216,26.0,26.0,2.9735067,no,yes,50.0,1.0,0.0,1.0,1.0,0.6212121,714.0
29218,24.0,26.0,3.4329321,no,yes,30.0,0.0,0.0,0.0,1.0,,
29226,24.0,26.0,3.546579,no,no,30.0,0.0,0.0,0.0,1.0,,
29230,24.0,26.0,3.4854589,no,yes,70.0,0.0,0.0,0.0,1.0,,
29232,22.0,26.0,3.6738088,no,no,60.0,0.0,0.0,0.0,0.0,,
29234,21.0,26.0,2.6662688,no,no,40.0,0.0,0.0,0.0,1.0,,
29240,25.0,26.0,2.5492635,no,yes,170.0,1.0,0.0,0.0,1.0,,
29248,27.0,26.0,2.7496324,yes,yes,40.0,1.0,1.0,1.0,0.0,0.4848485,517.0
29250,23.0,26.0,3.3382566,no,no,104.0,0.0,0.0,1.0,1.0,0.41919193,48.0
29254,23.0,26.0,2.983391,no,no,50.0,0.0,0.0,1.0,1.0,0.15151516,444.0
29256,24.0,26.0,3.003039,no,no,60.0,0.0,0.0,1.0,1.0,0.01010101,148.0
29550,21.0,26.0,2.376902,no,no,30.0,0.0,0.0,0.0,0.0,,
29558,25.0,26.0,3.9397457,no,yes,80.0,1.0,1.0,0.0,0.0,,
29564,22.0,26.0,3.268261,no,no,80.0,0.0,0.0,0.0,1.0,,
29594,23.0,26.0,3.6993778,no,yes,120.0,0.0,0.0,0.0,1.0,,
29622,22.0,26.0,3.029751,no,no,40.0,0.0,0.0,0.0,1.0,,
29626,23.0,26.0,3.5540123,no,yes,40.0,1.0,0.0,0.0,1.0,,
29734,21.0,25.0,4.4828634,no,no,30.0,0.0,0.0,1.0,1.0,0.33838382,48.0
29746,23.0,25.0,2.9760733,no,yes,40.0,0.0,0.0,0.0,1.0,,
29750,22.0,25.0,2.71622,no,yes,40.0,0.0,0.0,0.0,1.0,,
29770,24.0,25.0,4.3264756,no,yes,35.0,0.0,0.0,0.0,1.0,,
29790,22.0,25.0,2.5431232,no,yes,120.0,0.0,0.0,0.0,0.0,,
29808,25.0,25.0,3.0939734,yes,yes,32.0,1.0,1.0,1.0,1.0,0.04040404,495.0
29838,26.0,25.0,3.9435601,yes,yes,60.0,1.0,1.0,0.0,1.0,,
29964,26.0,25.0,2.4840245,yes,yes,160.0,0.0,1.0,0.0,1.0,,
29996,23.0,25.0,3.3534834,no,yes,60.0,1.0,1.0,1.0,0.0,0.66161615,595.0
30002,26.0,25.0,3.3996856,no,yes,200.0,1.0,0.0,1.0,1.0,0.9040404,603.0
30006,24.0,25.0,3.2888489,no,yes,60.0,0.0,0.0,1.0,0.0,0.43434343,521.0
30014,30.0,25.0,4.3416367,no,yes,50.0,1.0,0.0,1.0,0.0,0.9444444,768.0
30092,21.0,25.0,3.4670389,no,no,60.0,0.0,0.0,0.0,1.0,,
30206,23.0,25.0,3.0371256,no,yes,30.0,1.0,0.0,1.0,1.0,0.33333334,626.0
30214,26.0,25.0,2.7474189,no,yes,40.0,0.0,1.0,1.0,1.0,0.0959596,166.0
30216,25.0,25.0,3.018311,no,yes,30.0,1.0,1.0,1.0,1.0,0.025252525,360.0
30220,22.0,25.0,3.3741033,no,yes,24.0,0.0,0.0,1.0,1.0,0.7070707,491.0
30234,24.0,25.0,3.0052035,no,no,27.0,0.0,0.0,0.0,1.0,,
30240,23.0,25.0,2.665659,no,no,60.0,0.0,0.0,0.0,1.0,,
30244,22.0,25.0,2.7403345,no,no,20.0,0.0,0.0,0.0,1.0,,
30262,25.0,25.0,3.521721,no,yes,40.0,1.0,0.0,0.0,1.0,,
30276,21.0,25.0,3.1930234,no,yes,120.0,1.0,0.0,0.0,0.0,,
30308,21.0,25.0,3.7130811,no,no,50.0,0.0,0.0,1.0,1.0,0.055555556,322.0
30366,22.0,25.0,2.8957765,no,no,30.0,0.0,0.0,0.0,0.0,,
30378,21.0,25.0,2.47425,no,no,40.0,0.0,0.0,0.0,1.0,,
30392,22.0,25.0,2.8980632,no,no,60.0,0.0,0.0,0.0,1.0,,
30398,26.0,25.0,2.4336476,no,yes,30.0,1.0,0.0,0.0,0.0,,
30410,23.0,25.0,2.84382,no,no,60.0,0.0,0.0,0.0,1.0,,
30436,23.0,25.0,2.6997821,no,no,120.0,0.0,0.0,0.0,1.0,,
30440,23.0,25.0,4.0129824,no,no,40.0,1.0,0.0,0.0,1.0,,
30448,23.0,25.0,3.5930345,no,yes,60.0,1.0,0.0,1.0,1.0,0.2929293,72.0
30460,25.0,25.0,3.270689,no,no,40.0,0.0,0.0,1.0,0.0,0.36868685,525.0
30470,22.0,25.0,2.7839835,no,no,60.0,0.0,0.0,0.0,0.0,,
30634,23.0,25.0,3.2355044,no,yes,30.0,1.0,0.0,0.0,1.0,,
